identity,scopus_id,all_scopus_ids,metadata_scopus_id,doi,title,year,journal,source_id,authids,first_authid,last_authid,byline_complete,n_authors,byline_issue,metadata_source,metadata_retrieved_at,current_raw,original_query,narrower_query,current_published_credited,current_local_phrase_verified
doi:10.1002/acp.3709,85088799859,85088799859,85088799859,10.1002/acp.3709,Truthiness and law: Nonprobative photos bias perceived credibility in forensic contexts,2020,Applied Cognitive Psychology,12024,57201199437|57191909603|7102929335|35243568000|7401750083,57201199437,7401750083,true,5,,private/query_rankings_2026_09_10/requests/e164d5d5b05e4baa29e806b273b7c3118ca385d25fc38c2dc9700f0f3e7bbfde.json,2026-09-10T14:05:06.760131+00:00,false,true,true,false,
doi:10.1002/acp.3818,85103156744,85103156744,85103156744,10.1002/acp.3818,"The continued influence effect: Examining how age, retraction, and delay impact inferential reasoning",2021,Applied Cognitive Psychology,12024,57222553565|54396414100|57210531363,57222553565,57210531363,true,3,,private/query_rankings_2026_09_10/requests/e74af0ad1466bb169f1dd57e44646d83d614224f0a76a99d4163a47ed74a7909.json,2026-09-10T14:05:08.534163+00:00,false,true,true,false,
doi:10.1002/acp.3853,85107955398,85107955398,85107955398,10.1002/acp.3853,"One perpetrator, two perpetrators: The effect of multiple perpetrators on eyewitness identification",2021,Applied Cognitive Psychology,12024,57208333744|15069527200|57191275036|55389981000|54892929800|57215429124,57208333744,57215429124,true,6,,private/query_rankings_2026_09_10/requests/2a11b100446cfb7c0dcfdef20c87f5ca4befd1f0d8c50f1f1713931382ac2f87.json,2026-09-10T14:05:08.530118+00:00,false,true,true,false,
doi:10.1002/acp.3857,85112284011,85112284011,85112284011,10.1002/acp.3857,Does depicting consequences of actions in narratives bolster the formation of propositional beliefs? First results from an experimental approach,2021,Applied Cognitive Psychology,12024,57218326742|55644350500|55137755900,57218326742,55137755900,true,3,,private/query_rankings_2026_09_10/requests/c598735d0a19378ef503181430608104822ee380f8d40ef684ce5e9828be712e.json,2026-09-10T14:05:08.968087+00:00,false,true,true,false,
doi:10.1002/acp.3939,85129124284,85129124284,85129124284,10.1002/acp.3939,"The continued influence effect: Examining how age, retraction, and delay impact inferential reasoning",2022,Applied Cognitive Psychology,12024,57222553565|54396414100|57210531363,57222553565,57210531363,true,3,,private/query_rankings_2026_09_10/requests/67bbf47ee72f2d5c96ad5afba3b88be0870bc1c2b97bb9358b00fddc690bdf79.json,2026-09-10T14:05:10.649137+00:00,false,true,true,false,
doi:10.1002/acp.4024,85144354792,85144354792,85144354792,10.1002/acp.4024,On shame and the perceived credibility of sexual assault allegations,2023,Applied Cognitive Psychology,12024,57219223471|37664447000|57190758352|58024935900|23111947200,57219223471,23111947200,true,5,,private/query_rankings_2026_09_10/requests/55364f521180aba406be0e3311858c039dda202fca9f15e1601b1881f60db080.json,2026-09-10T14:05:11.948154+00:00,false,true,true,false,
doi:10.1002/acp.4030,85145051048,85145051048,85145051048,10.1002/acp.4030,Juveniles and adults differ in their beliefs about cues to deception and strategies during a hypothetical police interview,2023,Applied Cognitive Psychology,12024,58035609700|13308954300,58035609700,13308954300,true,2,,private/query_rankings_2026_09_10/requests/411695d374031125bdfa54ff4c8afb7e44efa36bc558525c10317647e1607aaa.json,2026-09-10T14:05:12.431360+00:00,false,true,true,false,
doi:10.1002/acp.4036,85146124386,85146124386,85146124386,10.1002/acp.4036,What is the optimal position of low-frequency words across line boundaries? An eye movement investigation,2023,Applied Cognitive Psychology,12024,57194590728|58061410600|15078365700,57194590728,15078365700,true,3,,private/query_rankings_2026_09_10/requests/411695d374031125bdfa54ff4c8afb7e44efa36bc558525c10317647e1607aaa.json,2026-09-10T14:05:12.431360+00:00,false,true,false,false,
doi:10.1002/acp.4061,85152015624,85152015624,85152015624,10.1002/acp.4061,Schematic expectations influence mock jurors' sexual violence case fact recognition,2023,Applied Cognitive Psychology,12024,57208643615|57821794700|25931228500|36547096200,57208643615,36547096200,true,4,,private/query_rankings_2026_09_10/requests/3c625c992ecf46681757e1e0a8dbf681333bc75b50d6c339a75ca5a5e95c6f63.json,2026-09-10T14:05:13.474388+00:00,false,true,true,false,
doi:10.1002/acp.70019,85215525746,85215525746,85215525746,10.1002/acp.70019,The Effect of Fake News on Memory for True Events,2025,Applied Cognitive Psychology,12024,57194778069|57210531363,57194778069,57210531363,true,2,,private/query_rankings_2026_09_10/requests/099b1ed7f77dfe987bb31829835c4858409be784388ab01834003f114c124558.json,2026-09-10T14:05:17.053835+00:00,false,true,true,false,
doi:10.1002/acp.70030,85218354343,85218354343,85218354343,10.1002/acp.70030,Verbal and Numeric Eyewitness Confidence Differentially Affect Decision-Making,2025,Applied Cognitive Psychology,12024,57214836061,57214836061,57214836061,true,1,,private/query_rankings_2026_09_10/requests/099b1ed7f77dfe987bb31829835c4858409be784388ab01834003f114c124558.json,2026-09-10T14:05:17.053835+00:00,false,true,true,false,
doi:10.1002/acp.70097,105010611761,105010611761,105010611761,10.1002/acp.70097,Drunken Speech: The Impact of Dialect and Alcohol Intoxication on Mock Juror Perceptions of Sexual Assault Victims,2025,Applied Cognitive Psychology,12024,55255209500|55448421300,55255209500,55448421300,true,2,,private/query_rankings_2026_09_10/requests/cf40ae1d5184b168c833666dc19a2c9fd7ca27a2e32f223161fb4dfec7714f10.json,2026-09-10T14:05:17.684269+00:00,false,true,true,false,
doi:10.1002/acp.70107,105018620369,105018620369,105018620369,10.1002/acp.70107,Effects of Jury Warnings on Perceptions of Eyewitness Credibility and Defendant Guilt,2025,Applied Cognitive Psychology,12024,57214836061|56061847500,57214836061,56061847500,true,2,,private/query_rankings_2026_09_10/requests/a78133d74d24d203a487ebd715b14deb5dda0d3117ea0a725e92b20e3ebddb81.json,2026-09-10T14:05:18.721386+00:00,false,true,true,false,
doi:10.1002/acp.70231,105040995029,105040995029,105040995029,10.1002/acp.70231,"Framing the Past, Shaping the Future: The Role of Political Identity and Media Bias in Collective Memories and Future Thoughts",2026,Applied Cognitive Psychology,12024,57223090506|6603615734,57223090506,6603615734,true,2,,private/query_rankings_2026_09_10/requests/6421ac1df127224fd71015b8187947bec569eab43f8908b46cec2b8c5974591b.json,2026-09-10T14:05:20.478116+00:00,false,true,true,false,
doi:10.1002/acr.25405,85201623800,85201623800,85201623800,10.1002/acr.25405,"Misdiagnosis, Missed Diagnosis, and Delayed Diagnosis of Lupus: A Qualitative Study of Rheumatologists",2024,Arthritis Care and Research,19143,57162952700|57226536198|57204069512|11739060300,57162952700,11739060300,true,4,,private/query_rankings_2026_09_10/requests/2a6d0cd082ba978c2cb5ba76843a738b1ef1c18d55b6810617419e433525258c.json,2026-09-10T14:05:15.423902+00:00,false,true,true,false,
doi:10.1002/acr2.11513,85142911290,85142911290,85142911290,10.1002/acr2.11513,Effect of Information Content and General Practitioner Recommendation to Exercise on Treatment Beliefs and Intentions for Knee Osteoarthritis: An Online Multi-Arm Randomized Controlled Trial,2023,Acr Open Rheumatology,21101094825,57189380045|7005578875|56893916600|15756896100|35723980300|36611661700|7003682712,57189380045,7003682712,true,7,,private/query_rankings_2026_09_10/requests/55364f521180aba406be0e3311858c039dda202fca9f15e1601b1881f60db080.json,2026-09-10T14:05:11.948154+00:00,false,true,true,false,
doi:10.1002/acr2.11573,85163106194,85163106194,85163106194,10.1002/acr2.11573,Biologics Initiation in Rheumatoid Arthritis by Race and Ethnicity: Results From a Randomized Survey Study,2023,Acr Open Rheumatology,21101094825,11739060300|57200646323|57226536198|57209180314|57967720600|57991390400|55340153900|57196067882,11739060300,57196067882,true,8,,private/cache/search/156c234beb86d07e47b0dd54202b83cf41166954741b09b6ce18dd9f171b1f6a.json,2026-09-08T09:40:22.515600+00:00,true,true,true,true,true
doi:10.1002/acr2.70082,105013484489,105013484489,105013484489,10.1002/acr2.70082,"Racial Implicit Bias, Treatment Recommendations, and Perceived Compliance in the Care of Juvenile Idiopathic Arthritis",2025,Acr Open Rheumatology,21101094825,58916887900|57732341400|12141978700|35316175800|60051295000|35328941500|23104104400|57330556200,58916887900,57330556200,true,8,,private/cache/search/d607b1886a61490560adc28e024fb058460b9341a98ac7d272bf8678449476fc.json,2026-09-08T10:52:10.642789+00:00,true,true,true,true,true
doi:10.1002/adfm.201302631,84897615862,84897615862,84897615862,10.1002/adfm.201302631,Nitrogen-doped Mesoporous carbon promoted chemical adsorption of sulfur and fabrication of high-Areal-capacity sulfur cathode with exceptional cycling stability for lithium-sulfur batteries,2014,Advanced Functional Materials,25143,55544357000|47962612000|36522849000|36991688400|24174912700|7404832715|55929436900|7202190040|55713290600,55544357000,55713290600,true,9,,private/cache/query_revision_2026_09_10/844bba317b55a3eafad8ca6ca999a46f7efc4f70aead7be9fae14c1b06ca0a7b.json,2026-09-10T11:22:53.158050+00:00,false,true,true,false,
doi:10.1002/aepp.13267,85128093363,85128093363,85128093363,10.1002/aepp.13267,Preferences for sustainability and supply chain worker conditions: Evidence during COVID-19,2022,Applied Economic Perspectives and Policy,19700176401,57573689200|57573689300|57207573375,57573689200,57207573375,true,3,,private/cache/search/140789470dfa6d42f6b9debd8e23c10a982ea8f338f3ff4ba97685eb9f6b26db.json,2026-09-08T09:39:53.789122+00:00,true,true,true,true,true
doi:10.1002/aepp.13490,85212284360,85212284360,85212284360,10.1002/aepp.13490,Students' evaluations of teaching and grades in university agricultural programs: A tale of two countries,2025,Applied Economic Perspectives and Policy,19700176401,57222201565|59476168300|59080800400|59476067400|56844873900|6602931718,57222201565,6602931718,true,6,,private/cache/query_revision_2026_09_10/dfb011467bf5cbde3befa776c754415b54cdadc57e4a1e3a62f4041c44b90d7d.json,2026-09-10T11:23:07.214349+00:00,false,true,true,false,
doi:10.1002/aepp.70098,105042589389,105042589389,105042589389,10.1002/aepp.70098,Promoting Healthier Drinking: Evidence From a Vignette Experiment on Contextual and Informational Drivers of Dealcoholized Wine Choices,2026,Applied Economic Perspectives and Policy,19700176401,57225035354|57188570897|57214957654|12244213400|8226059400,57225035354,8226059400,true,5,,private/cache/search/b0fce591fade6dbd29813a0608db908826c414d0257a70635e112e04d1492b30.json,2026-09-08T09:41:57.382166+00:00,true,true,true,true,true
doi:10.1002/ajcp.12533,85110359502,85110359502,85110359502,10.1002/ajcp.12533,Examining Support for University-to-Police Reporting Policies for Sexual Assault: The Role of Survivors’ Consent,2021,American Journal of Community Psychology,16925,55329847000|57208439452|57191506345|57226068820,55329847000,57226068820,true,4,,private/cache/query_revision_2026_09_10/18941b9b74bf18cd32c410ddef81afc064bcb65b00ffd1a306edd9a08f0e2000.json,2026-09-10T11:02:13.051853+00:00,true,true,true,true,true
doi:10.1002/ajmg.a.37460,84956844791,84956844791,84956844791,10.1002/ajmg.a.37460,Non-invasive prenatal screening for trisomy 21: Consumers' perspectives,2016,American Journal of Medical Genetics Part A,145157,35322561900|7101666245|7801355675|6602090638,35322561900,6602090638,true,4,,private/cache/query_revision_2026_09_10/a82660683e1d2fa533539975c01c02ecfde22eef8c89cfd964a29890a33e619a.json,2026-09-10T11:02:26.841984+00:00,true,true,true,false,false
doi:10.1002/ajmg.a.64166,105009876071,105009876071,105009876071,10.1002/ajmg.a.64166,Exploring Pediatricians’ Implicit Bias Related to Newborns’ Intellectual Disability Risk: Merged Vignette and Implicit Association Test (IAT) Results,2025,American Journal of Medical Genetics Part A,145157,59978809000|7202828545|59978666900|6507488952|8773031300,59978809000,8773031300,true,5,,private/cache/search/a6a9fa22f5366778dd783b4c32d54a8ef838616b9bd354421767c578c00b6a7a.json,2026-09-08T09:40:49.361906+00:00,true,true,true,true,true
doi:10.1002/alz.71371,105041458788,105041458788,105041458788,10.1002/alz.71371,Cognitive status moderates long-term benefits of non-pharmacological insomnia therapy in older adults: A secondary analysis of a randomized clinical trial,2026,Alzheimer S and Dementia,3600148102,57212058930|57257822000|57197153539|60126505200|58868326400|6603766870|6602853952|7403040213|26434881200|7003515216|7003759440|7102697192|56479129700,57212058930,56479129700,true,13,,private/cache/search/316eba4206e79931887d39e7160fbddb16c7d6ab9cda79cf43518b9b62d4db1c.json,2026-09-08T10:52:17.149526+00:00,true,true,true,false,false
doi:10.1002/anie.6900818,105046975181,105046975181,105046975181,10.1002/anie.6900818,Solid-Phase Engineered Metal-Free Carbonized Polymer Dots With Auto-Generated Rigid Amorphous Network Enabled High-Temperature Liquid-Phase Phosphorescence,2026,Angewandte Chemie International Edition,22687,60041634100|57194776771|60628918100|59934933000|57219124280|57391518100|60630272700|60785337400|60629372800|55948179400|57210464708,60041634100,57210464708,true,11,,private/cache/query_revision_2026_09_10/02d77a6dfa144acf0fc9ec8ca2fdf6d9aef320ad2e0c2b3ec71b824794a730a0.json,2026-09-10T11:23:10.021135+00:00,false,true,true,false,
doi:10.1002/asi.23167,84938687610,84938687610,84938687610,10.1002/asi.23167,Personalizing news content: An experimental study,2015,Journal of the Association for Information Science and Technology,21100307484,36905191400|24331860900|25723435400|36904884900|7406100627,36905191400,7406100627,true,5,,private/query_rankings_2026_09_10/requests/9e652445f6a6c6cac7e20d19e3de25e4cbd9d4fb9120f48df369395f68a2d38b.json,2026-09-10T14:04:57.784705+00:00,false,true,true,false,
doi:10.1002/asi.23904,85029612266,85029612266,85029612266,10.1002/asi.23904,Temporal dynamics of eye-tracking and EEG during reading and relevance decisions,2017,Journal of the Association for Information Science and Technology,21100307484,6602631792|57195631534|57484676100|56034137300,6602631792,56034137300,true,4,,private/query_rankings_2026_09_10/requests/4fadec45c88f4d54a6b531aa53e119a739c9ae1f0dfc4ee5d5ec855386dd5a80.json,2026-09-10T14:05:01.184553+00:00,false,true,true,false,
doi:10.1002/asi.24445,85099821314,85099821314,85099821314,10.1002/asi.24445,"Conjoint analysis of researchers' hidden preferences for bibliometrics, altmetrics, and usage metrics",2021,Journal of the Association for Information Science and Technology,21100307484,57202709687|35180167100|23985912300,57202709687,23985912300,true,3,,private/query_rankings_2026_09_10/requests/9e2d32e4a5b6ebb42863464cf785fcb8c8fac2cccdf8e7eb629cf45ea76603f7.json,2026-09-10T14:05:08.245967+00:00,false,true,true,false,
doi:10.1002/bdm.1789,84890370318,84890370318,84890370318,10.1002/bdm.1789,Perceived Utility (not Sympathy) Mediates the Proportion Dominance Effect in Helping Decisions,2014,Journal of Behavioral Decision Making,20537,36184456300|35607934700|7005168238,36184456300,7005168238,true,3,,private/query_rankings_2026_09_10/requests/a8fb86d5fbba67a48a524aa629ee5d1495f2b850a4df1ceb0912f95a2ebdd820.json,2026-09-10T14:04:56.207903+00:00,false,true,true,false,
doi:10.1002/bdm.1833,84920126795,84920126795,84920126795,10.1002/bdm.1833,The Impact of Depression on Self-Other Discrepancies in Decision Making,2015,Journal of Behavioral Decision Making,20537,15069108700|43461845400|7102316575,15069108700,7102316575,true,3,,private/query_rankings_2026_09_10/requests/107d50e60c81a68c739aafaf875f1b6a74d74d97b6f6db0d94e8268ff70f87e2.json,2026-09-10T14:04:57.775793+00:00,false,true,true,false,
doi:10.1002/bdm.2067,85048829489,85048829489,85048829489,10.1002/bdm.2067,The Role of Attention in Attribute Framing,2018,Journal of Behavioral Decision Making,20537,6603070857|55949320100,6603070857,55949320100,true,2,,private/query_rankings_2026_09_10/requests/b33ee31fe39bc4770fa2fd599899eb4ee10b454430ab1446866110fc70f18f1f.json,2026-09-10T14:05:01.513857+00:00,false,true,true,false,
doi:10.1002/bdm.2197,85087164039,85087164039,85087164039,10.1002/bdm.2197,Timing of descriptions shapes experience-based risky choice,2021,Journal of Behavioral Decision Making,20537,57189848767|56412606400|57206194829,57189848767,57206194829,true,3,,private/query_rankings_2026_09_10/requests/e164d5d5b05e4baa29e806b273b7c3118ca385d25fc38c2dc9700f0f3e7bbfde.json,2026-09-10T14:05:06.760131+00:00,false,true,false,false,
